Start Date;26.11.2019
Start Time;17:29:10
Store Interval;15;min
Threshold;1.0;Volt
Puls On Time;1000;ms
Puls Off Time;3000;ms

Date;Time;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S30
26.11.2019;17:44:10;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;17:59:10;0;0;0;0;0;0;0;0;0;0;0;0;15;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;18:14:10;0;0;0;0;0;2;0;0;0;0;0;0;25;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;18:29:10;0;0;0;0;0;6;0;0;0;0;0;3;37;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;18:44:10;0;0;0;0;0;12;0;0;0;0;0;8;47;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;18:59:10;0;0;0;0;0;17;0;0;0;0;0;13;57;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;19:14:10;0;0;0;0;0;23;0;0;0;0;0;19;68;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;19:29:10;0;0;0;0;0;28;0;0;0;0;0;25;78;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;19:44:10;1;0;0;0;0;34;0;0;0;0;0;31;89;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;19:59:10;5;0;0;0;0;40;0;0;0;0;0;37;99;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;20:14:10;8;0;0;0;0;46;0;0;0;4;0;43;109;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;20:29:10;12;0;0;0;0;52;0;0;0;8;0;50;119;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;20:44:10;16;0;0;0;0;58;0;0;2;12;0;56;129;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;20:59:10;20;0;0;4;0;64;0;0;5;16;0;62;138;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;21:14:10;24;0;0;9;0;70;0;0;8;20;0;68;148;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;21:29:10;28;0;0;15;3;76;0;0;11;24;0;75;158;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;21:44:10;32;0;0;20;6;82;0;0;15;29;0;81;168;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;21:59:10;36;0;0;26;9;89;0;0;18;34;0;87;178;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;22:14:10;40;0;0;31;12;95;0;0;22;38;0;94;188;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;22:29:10;44;0;0;37;14;101;0;0;25;42;0;100;197;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;22:44:10;48;0;0;42;17;107;0;0;28;47;0;107;207;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;22:59:10;52;0;5;48;20;113;0;0;32;51;0;113;216;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;23:14:10;56;0;9;53;22;120;0;0;35;56;0;120;226;173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;23:29:10;60;1;12;58;25;126;0;0;39;60;0;126;235;181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;23:44:10;64;3;15;63;28;132;0;0;42;65;1;133;244;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2019;23:59:10;68;5;19;69;31;138;0;0;46;69;3;139;254;197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.11.2019;00:14:10;72;7;21;74;33;144;0;0;49;73;5;146;263;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
